Customer ID,Customer Name,Loyalty Reward Points,Segment,Date,Fraction
KH-16630,Ken Heidel,280,Corporate,07/03/2001,28
KH-16690,Kristen Hastings,747,Corporate,08/03/2001,74.7
KL-16555,Kelly Lampkin,540,Corporate,09/03/2001,54
KL-16645,Ken Lonsdale,450,Consumer,10/03/2001,45
KM-16225,Kalyca Meade,149,Corporate,11/03/2001,14.9
KM-16375,Katherine Murray,963,Home Office,12/03/2001,96.3
KM-16660,Khloe Miller,174,Consumer,13/03/2001,17.4
KM-16720,Kunst Miller,577,Consumer,14/03/2001,57.7
KN-16390,Katherine Nockton,277,Corporate,15/03/2001,27.7
KN-16450,Kean Nguyen,24,Corporate,16/03/2001,2.4
KN-16705,Kristina Nunn,23,Home Office,17/03/2001,2.3
KS-16300,Karen Seio,173,Corporate,18/03/2001,17.3
KT-16465,Kean Takahito,166,Consumer,19/03/2001,16.6
KT-16480,Kean Thornton,878,Consumer,20/03/2001,87.8
KW-16435,Katrina Willman,226,Consumer,21/03/2001,22.6
KW-16570,Kelly Williams,847,Consumer,22/03/2001,84.7
LA-16780,Laura Armstrong,757,Corporate,23/03/2001,75.7
LB-16735,Larry Blacks,212,Consumer,24/03/2001,21.2
LB-16795,Laurel Beltran,862,Home Office,25/03/2001,86.2
LC-16870,Lena Cacioppo,195,Consumer,26/03/2001,19.5
LC-16885,Lena Creighton,68,Consumer,27/03/2001,6.8
LC-16930,Linda Cazamias,442,Corporate,28/03/2001,44.2
LC-16960,Lindsay Castell,769,Home Office,29/03/2001,76.9
LC-17050,Liz Carlisle,36,Consumer,30/03/2001,3.6
LC-17140,Logan Currie,917,Consumer,31/03/2001,91.7
LD-16855,Lela Donovan,759,Corporate,01/04/2001,75.9
LD-17005,Lisa DeCherney,195,Consumer,02/04/2001,19.5
LE-16810,Laurel Elliston,219,Consumer,03/04/2001,21.9
LF-17185,Luke Foster,977,Consumer,04/04/2001,97.7
LH-16750,Larry Hughes,605,Consumer,05/04/2001,60.5
LH-16900,Lena Hernandez,761,Consumer,06/04/2001,76.1
LH-17020,Lisa Hazard,52,Consumer,07/04/2001,5.2
LH-17155,Logan Haushalter,233,Consumer,08/04/2001,23.3
LL-16840,Lauren Leatherbury,707,Consumer,09/04/2001,70.7
LM-17065,Liz MacKendrick,949,Consumer,10/04/2001,94.9
LO-17170,Lori Olson,965,Corporate,11/04/2001,96.5
LP-17080,Liz Pelletier,494,Consumer,12/04/2001,49.4
LP-17095,Liz Preis,422,Consumer,13/04/2001,42.2
LR-16915,Lena Radford,429,Consumer,14/04/2001,42.9
LR-17035,Lisa Ryan,349,Corporate,15/04/2001,34.9
LS-16945,Linda Southworth,678,Corporate,16/04/2001,67.8
LS-16975,Lindsay Shagiari,625,Home Office,17/04/2001,62.5
LS-17200,Luke Schmidt,52,Corporate,18/04/2001,5.2
LS-17230,Lycoris Saunders,556,Consumer,19/04/2001,55.6
LS-17245,Lynn Smith,53,Consumer,20/04/2001,5.3
LT-16765,Larry Tron,811,Consumer,21/04/2001,81.1
LT-17110,Liz Thompson,222,Consumer,22/04/2001,22.2
LW-16825,Laurel Workman,56,Corporate,23/04/2001,5.6
LW-16990,Lindsay Williams,647,Corporate,24/04/2001,64.7
LW-17125,Liz Willingham,17,Consumer,25/04/2001,1.7
LW-17215,Luke Weiss,10,Consumer,26/04/2001,1
MA-17560,Matt Abelman,623,Home Office,27/04/2001,62.3
MA-17995,Michelle Arnett,153,Home Office,28/04/2001,15.3
MB-17305,Maria Bertelson,8,Consumer,29/04/2001,0.8
MB-18085,Mick Brown,582,Consumer,30/04/2001,58.2
MC-17275,Marc Crier,395,Consumer,01/05/2001,39.5
MC-17425,Mark Cousins,148,Corporate,02/05/2001,14.8
MC-17575,Matt Collins,75,Consumer,03/05/2001,7.5
MC-17590,Matt Collister,625,Corporate,04/05/2001,62.5
MC-17605,Matt Connell,401,Corporate,05/05/2001,40.1
MC-17635,Matthew Clasen,547,Corporate,06/05/2001,54.7
MC-17845,Michael Chen,220,Consumer,07/05/2001,22
MC-18100,Mick Crebagga,122,Consumer,08/05/2001,12.2
MC-18130,Mike Caudle,426,Corporate,09/05/2001,42.6
MD-17350,Maribeth Dona,102,Consumer,10/05/2001,10.2
MD-17860,Michael Dominguez,446,Corporate,11/05/2001,44.6
ME-17320,Maria Etezadi,677,Home Office,12/05/2001,67.7
ME-17725,Max Engle,279,Consumer,13/05/2001,27.9
ME-18010,Michelle Ellison,220,Corporate,14/05/2001,22
MF-17665,Maureen Fritzler,39,Corporate,15/05/2001,3.9
MF-18250,Monica Federle,733,Corporate,16/05/2001,73.3
MG-17650,Matthew Grinstein,755,Home Office,17/05/2001,75.5
MG-17680,Maureen Gastineau,753,Home Office,18/05/2001,75.3
MG-17695,Maureen Gnade,163,Consumer,19/05/2001,16.3
MG-17875,Michael Grace,228,Home Office,20/05/2001,22.8
MG-17890,Michael Granlund,193,Home Office,21/05/2001,19.3
MG-18145,Mike Gockenbach,11,Consumer,22/05/2001,1.1
MG-18205,Mitch Gastineau,179,Corporate,23/05/2001,17.9
MH-17290,Marc Harrigan,798,Home Office,24/05/2001,79.8
MH-17440,Mark Haberlin,814,Corporate,25/05/2001,81.4
MH-17455,Mark Hamilton,939,Consumer,26/05/2001,93.9
MH-17620,Matt Hagelstein,106,Corporate,27/05/2001,10.6
MH-17785,Maya Herman,369,Corporate,28/05/2001,36.9
MH-18025,Michelle Huthwaite,369,Consumer,29/05/2001,36.9
MH-18115,Mick Hernandez,633,Home Office,30/05/2001,63.3
MJ-17740,Max Jones,618,Consumer,31/05/2001,61.8
MK-17905,Michael Kennedy,906,Corporate,01/06/2001,90.6
MK-18160,Mike Kennedy,604,Consumer,02/06/2001,60.4
ML-17395,Marina Lichtenstein,973,Corporate,03/06/2001,97.3
ML-17410,Maris LaWare,144,Consumer,04/06/2001,14.4
ML-17755,Max Ludwig,425,Home Office,05/06/2001,42.5
ML-18040,Michelle Lonsdale,560,Corporate,06/06/2001,56
ML-18265,Muhammed Lee,589,Consumer,07/06/2001,58.9
MM-17260,Magdelene Morse,934,Consumer,08/06/2001,93.4
MM-17920,Michael Moore,198,Consumer,09/06/2001,19.8
MM-18055,Michelle Moray,65,Consumer,10/06/2001,6.5
MM-18280,Muhammed MacIntyre,832,Corporate,11/06/2001,83.2
MN-17935,Michael Nguyen,635,Consumer,12/06/2001,63.5
MO-17500,Mary O'Rourke,376,Consumer,13/06/2001,37.6
MO-17800,Meg O'Connel,300,Home Office,14/06/2001,30
MO-17950,Michael Oakman,503,Consumer,15/06/2001,50.3
MP-17470,Mark Packer,330,Home Office,16/06/2001,33
MP-17965,Michael Paige,679,Corporate,17/06/2001,67.9
MP-18175,Mike Pelletier,363,Home Office,18/06/2001,36.3
MR-17545,Mathew Reese,739,Home Office,19/06/2001,73.9
MS-17365,Maribeth Schnelling,923,Consumer,20/06/2001,92.3
MS-17530,MaryBeth Skach,689,Consumer,21/06/2001,68.9
MS-17710,Maurice Satty,31,Consumer,22/06/2001,3.1
MS-17770,Maxwell Schwartz,841,Consumer,23/06/2001,84.1
MS-17830,Melanie Seite,229,Consumer,24/06/2001,22.9
MS-17980,Michael Stewart,893,Corporate,25/06/2001,89.3
MT-17815,Meg Tillman,416,Consumer,26/06/2001,41.6
MT-18070,Michelle Tran,672,Home Office,27/06/2001,67.2
MV-17485,Mark Van Huff,448,Consumer,28/06/2001,44.8
MV-18190,Mike Vittorini,893,Consumer,29/06/2001,89.3
MW-18220,Mitch Webber,296,Consumer,30/06/2001,29.6
MW-18235,Mitch Willingham,155,Corporate,01/07/2001,15.5
MY-17380,Maribeth Yedwab,429,Corporate,02/07/2001,42.9
MY-18295,Muhammed Yedwab,619,Corporate,03/07/2001,61.9
MZ-17335,Maria Zettner,477,Home Office,04/07/2001,47.7
MZ-17515,Mary Zewe,577,Corporate,05/07/2001,57.7
NB-18580,Nicole Brennan,23,Corporate,06/07/2001,2.3
NB-18655,Nona Balk,274,Corporate,07/07/2001,27.4
NC-18340,Nat Carroll,934,Consumer,08/07/2001,93.4
NC-18415,Nathan Cano,170,Consumer,09/07/2001,17
NC-18535,Nick Crebassa,297,Corporate,10/07/2001,29.7
NC-18625,Noah Childs,895,Corporate,11/07/2001,89.5
ND-18370,Natalie DeCherney,75,Consumer,12/07/2001,7.5
ND-18460,Neil Ducich,391,Corporate,13/07/2001,39.1
NF-18385,Natalie Fritzler,52,Consumer,14/07/2001,5.2
NF-18475,Neil Französisch,723,Home Office,15/07/2001,72.3
NF-18595,Nicole Fjeld,326,Home Office,16/07/2001,32.6
NG-18355,Nat Gilpin,471,Corporate,17/07/2001,47.1
NG-18430,Nathan Gelder,537,Consumer,18/07/2001,53.7
NH-18610,Nicole Hansen,147,Corporate,19/07/2001,14.7
NK-18490,Neil Knudson,849,Home Office,20/07/2001,84.9
NL-18310,Nancy Lomonaco,423,Home Office,21/07/2001,42.3
NM-18445,Nathan Mautz,326,Home Office,22/07/2001,32.6
NM-18520,Neoma Murray,753,Consumer,23/07/2001,75.3
NP-18325,Naresj Patel,772,Consumer,24/07/2001,77.2
NP-18670,Nora Paige,194,Consumer,25/07/2001,19.4
NP-18685,Nora Pelletier,484,Home Office,26/07/2001,48.4
NP-18700,Nora Preis,610,Consumer,27/07/2001,61
NR-18550,Nick Radford,42,Consumer,28/07/2001,4.2
NS-18505,Neola Schneider,622,Consumer,29/07/2001,62.2
NS-18640,Noel Staavos,882,Corporate,30/07/2001,88.2
NW-18400,Natalie Webber,565,Consumer,31/07/2001,56.5
NZ-18565,Nick Zandusky,837,Home Office,01/08/2001,83.7
ON-18715,Odella Nelson,991,Corporate,02/08/2001,99.1
OT-18730,Olvera Toch,47,Consumer,03/08/2001,4.7
PA-19060,Pete Armstrong,401,Home Office,04/08/2001,40.1
PB-18805,Patrick Bzostek,644,Home Office,05/08/2001,64.4
PB-19105,Peter Bühler,875,Consumer,06/08/2001,87.5
PB-19150,Philip Brown,394,Consumer,07/08/2001,39.4
PB-19210,Phillip Breyer,169,Corporate,08/08/2001,16.9
PC-18745,Pamela Coakley,34,Corporate,09/08/2001,3.4
PC-19000,Pauline Chand,929,Home Office,10/08/2001,92.9
PF-19120,Peter Fuller,887,Consumer,11/08/2001,88.7
PF-19165,Philip Fox,706,Consumer,12/08/2001,70.6
PF-19225,Phillip Flathmann,811,Consumer,13/08/2001,81.1
PG-18820,Patrick Gardner,385,Consumer,14/08/2001,38.5
PG-18895,Paul Gonzalez,855,Consumer,15/08/2001,85.5
PH-18790,Patricia Hirasaki,162,Home Office,16/08/2001,16.2
PJ-18835,Patrick Jones,550,Corporate,17/08/2001,55
PJ-19015,Pauline Johnson,191,Consumer,18/08/2001,19.1
PK-18910,Paul Knutson,279,Home Office,19/08/2001,27.9
PK-19075,Pete Kriz,728,Consumer,20/08/2001,72.8
PL-18925,Paul Lucas,235,Home Office,21/08/2001,23.5
PM-18940,Paul MacIntyre,288,Consumer,22/08/2001,28.8
PM-19135,Peter McVee,938,Home Office,23/08/2001,93.8
PN-18775,Parhena Norris,304,Home Office,24/08/2001,30.4
PO-18850,Patrick O'Brill,494,Consumer,25/08/2001,49.4
PO-18865,Patrick O'Donnell,385,Consumer,26/08/2001,38.5
PO-19180,Philisse Overcash,947,Home Office,27/08/2001,94.7
PO-19195,Phillina Ober,561,Home Office,28/08/2001,56.1
PP-18955,Paul Prost,678,Home Office,29/08/2001,67.8
PR-18880,Patrick Ryan,836,Consumer,30/08/2001,83.6
PS-18760,Pamela Stobb,250,Consumer,31/08/2001,25
PS-18970,Paul Stevenson,981,Home Office,01/09/2001,98.1
PS-19045,Penelope Sewall,105,Home Office,02/09/2001,10.5
PT-19090,Pete Takahito,860,Consumer,03/09/2001,86
PV-18985,Paul Van Hugh,877,Home Office,04/09/2001,87.7
PW-19030,Pauline Webber,108,Corporate,05/09/2001,10.8
PW-19240,Pierre Wener,524,Consumer,06/09/2001,52.4
QJ-19255,Quincy Jones,762,Corporate,07/09/2001,76.2
RA-19285,Ralph Arnett,718,Consumer,08/09/2001,71.8
RA-19885,Ruben Ausman,121,Corporate,09/09/2001,12.1
RA-19915,Russell Applegate,539,Consumer,10/09/2001,53.9
RA-19945,Ryan Akin,510,Consumer,11/09/2001,51
RB-19330,Randy Bradley,624,Consumer,12/09/2001,62.4
RB-19360,Raymond Buch,598,Consumer,13/09/2001,59.8
RB-19435,Richard Bierner,154,Consumer,14/09/2001,15.4
RB-19465,Rick Bensley,598,Home Office,15/09/2001,59.8
RB-19570,Rob Beeghly,630,Consumer,16/09/2001,63
RB-19645,Robert Barroso,66,Corporate,17/09/2001,6.6
RB-19705,Roger Barcio,343,Home Office,18/09/2001,34.3
RB-19795,Ross Baird,991,Home Office,19/09/2001,99.1
RC-19825,Roy Collins,613,Consumer,20/09/2001,61.3
RC-19960,Ryan Crowe,74,Consumer,21/09/2001,7.4
RD-19480,Rick Duston,98,Consumer,22/09/2001,9.8
RD-19585,Rob Dowd,65,Consumer,23/09/2001,6.5
RD-19660,Robert Dilbeck,740,Home Office,24/09/2001,74
RD-19720,Roger Demir,930,Consumer,25/09/2001,93
RD-19810,Ross DeVincentis,368,Home Office,26/09/2001,36.8
RD-19900,Ruben Dartt,799,Consumer,27/09/2001,79.9
RD-19930,Russell D'Ascenzo,171,Consumer,28/09/2001,17.1
RE-19405,Ricardo Emerson,246,Consumer,29/09/2001,24.6
RE-19450,Richard Eichhorn,600,Consumer,30/09/2001,60
RF-19345,Randy Ferguson,851,Corporate,01/10/2001,85.1
RF-19735,Roland Fjeld,339,Consumer,02/10/2001,33.9
RF-19840,Roy Französisch,530,Consumer,03/10/2001,53
RH-19495,Rick Hansen,338,Consumer,04/10/2001,33.8
RH-19510,Rick Huthwaite,174,Home Office,05/10/2001,17.4
RH-19555,Ritsa Hightower,503,Consumer,06/10/2001,50.3
RH-19600,Rob Haberlin,746,Consumer,07/10/2001,74.6
RK-19300,Ralph Kennedy,890,Consumer,08/10/2001,89
RL-19615,Rob Lucas,9,Consumer,09/10/2001,0.9
RM-19375,Raymond Messe,294,Consumer,10/10/2001,29.4
RM-19675,Robert Marley,751,Home Office,11/10/2001,75.1
RM-19750,Roland Murray,362,Consumer,12/10/2001,36.2
RO-19780,Rose O'Brian,951,Consumer,13/10/2001,95.1
RP-19270,Rachel Payne,656,Corporate,14/10/2001,65.6
RP-19390,Resi Pölking,265,Consumer,15/10/2001,26.5
RP-19855,Roy Phan,249,Corporate,16/10/2001,24.9
RR-19315,Ralph Ritter,677,Consumer,17/10/2001,67.7
RR-19525,Rick Reed,682,Corporate,18/10/2001,68.2
RS-19420,Ricardo Sperren,0,Corporate,19/10/2001,0
RS-19765,Roland Schwarz,493,Corporate,20/10/2001,49.3
RS-19870,Roy Skaria,958,Home Office,21/10/2001,95.8
RW-19540,Rick Wilson,457,Corporate,22/10/2001,45.7
RW-19630,Rob Williams,301,Corporate,23/10/2001,30.1
RW-19690,Robert Waldorf,165,Consumer,24/10/2001,16.5
SA-20830,Sue Ann Reed,2,Consumer,25/10/2001,0.2
SB-20170,Sarah Bern,781,Consumer,26/10/2001,78.1
SB-20185,Sarah Brown,956,Consumer,27/10/2001,95.6
SB-20290,Sean Braxton,460,Corporate,28/10/2001,46
SC-20020,Sam Craven,367,Consumer,29/10/2001,36.7
SC-20050,Sample Company A,124,Home Office,30/10/2001,12.4
SC-20095,Sanjit Chand,835,Consumer,31/10/2001,83.5
SC-20230,Scot Coram,190,Corporate,01/11/2001,19
SC-20260,Scott Cohen,38,Corporate,02/11/2001,3.8
SC-20305,Sean Christensen,327,Consumer,03/11/2001,32.7
SC-20380,Shahid Collister,158,Consumer,04/11/2001,15.8
SC-20440,Shaun Chance,618,Corporate,05/11/2001,61.8
SC-20575,Sonia Cooley,185,Consumer,06/11/2001,18.5
SC-20680,Steve Carroll,542,Home Office,07/11/2001,54.2
SC-20695,Steve Chapman,489,Corporate,08/11/2001,48.9
SC-20725,Steven Cartwright,252,Consumer,09/11/2001,25.2
SC-20770,Stewart Carmichael,910,Corporate,10/11/2001,91
SC-20800,Stuart Calhoun,280,Consumer,11/11/2001,28
SC-20845,Sung Chung,313,Consumer,12/11/2001,31.3
SD-20485,Shirley Daniels,647,Home Office,13/11/2001,64.7
SE-20110,Sanjit Engle,871,Consumer,14/11/2001,87.1
SF-20065,Sandra Flanagan,723,Consumer,15/11/2001,72.3
SF-20200,Sarah Foster,971,Consumer,16/11/2001,97.1
SF-20965,Sylvia Foulston,884,Corporate,17/11/2001,88.4
SG-20080,Sandra Glassco,782,Consumer,18/11/2001,78.2
SG-20470,Sheri Gordon,674,Consumer,19/11/2001,67.4
SG-20605,Speros Goranitis,25,Consumer,20/11/2001,2.5
SG-20890,Susan Gilcrest,696,Corporate,21/11/2001,69.6
SH-19975,Sally Hughsby,275,Corporate,22/11/2001,27.5
SH-20395,Shahid Hopkins,519,Consumer,23/11/2001,51.9
SH-20635,Stefanie Holloman,731,Corporate,24/11/2001,73.1
SJ-20125,Sanjit Jacobs,255,Home Office,25/11/2001,25.5
SJ-20215,Sarah Jordon,76,Consumer,26/11/2001,7.6
SJ-20500,Shirley Jackson,713,Consumer,27/11/2001,71.3
SK-19990,Sally Knutson,191,Consumer,28/11/2001,19.1
SL-20155,Sara Luxemburg,174,Home Office,29/11/2001,17.4
SM-20005,Sally Matthias,482,Consumer,30/11/2001,48.2
SM-20320,Sean Miller,147,Home Office,01/12/2001,14.7
SM-20905,Susan MacKendrick,853,Consumer,02/12/2001,85.3
SM-20950,Suzanne McNair,349,Corporate,03/12/2001,34.9
SN-20560,Skye Norling,267,Home Office,04/12/2001,26.7
SN-20710,Steve Nguyen,825,Home Office,05/12/2001,82.5
SO-20335,Sean O'Donnell,855,Consumer,06/12/2001,85.5
SP-20545,Sibella Parks,811,Corporate,07/12/2001,81.1
SP-20620,Stefania Perrino,54,Corporate,08/12/2001,5.4
SP-20650,Stephanie Phelps,549,Corporate,09/12/2001,54.9
SP-20860,Sung Pak,909,Corporate,10/12/2001,90.9
SP-20920,Susan Pistek,361,Consumer,11/12/2001,36.1
SR-20425,Sharelle Roach,442,Home Office,12/12/2001,44.2
SR-20740,Steven Roelle,498,Home Office,13/12/2001,49.8
SS-20140,Saphhira Shifley,809,Corporate,14/12/2001,80.9
SS-20410,Shahid Shariari,494,Consumer,15/12/2001,49.4
SS-20515,Shirley Schmidt,633,Home Office,16/12/2001,63.3
SS-20590,Sonia Sunley,107,Consumer,17/12/2001,10.7
SS-20875,Sung Shariari,957,Consumer,18/12/2001,95.7
ST-20530,Shui Tom,310,Consumer,19/12/2001,31
SU-20665,Stephanie Ulpright,98,Home Office,20/12/2001,9.8
SV-20365,Seth Vernon,737,Consumer,21/12/2001,73.7
SV-20785,Stewart Visinsky,817,Consumer,22/12/2001,81.7
SV-20815,Stuart Van,731,Corporate,23/12/2001,73.1
SV-20935,Susan Vittorini,305,Consumer,24/12/2001,30.5
SW-20245,Scot Wooten,700,Consumer,25/12/2001,70
SW-20275,Scott Williamson,631,Consumer,26/12/2001,63.1
SW-20350,Sean Wendt,585,Home Office,27/12/2001,58.5
SW-20455,Shaun Weien,702,Consumer,28/12/2001,70.2
SW-20755,Steven Ward,763,Corporate,29/12/2001,76.3
SZ-20035,Sam Zeldin,517,Home Office,30/12/2001,51.7
TA-21385,Tom Ashbrook,334,Home Office,31/12/2001,33.4
TB-21055,Ted Butterfield,664,Consumer,01/01/2002,66.4
TB-21175,Thomas Boland,632,Corporate,02/01/2002,63.2
TB-21190,Thomas Brumley,69,Home Office,03/01/2002,6.9
TB-21250,Tim Brockman,508,Consumer,04/01/2002,50.8
TB-21280,Toby Braunhardt,5,Consumer,05/01/2002,0.5
TB-21355,Todd Boyes,243,Corporate,06/01/2002,24.3
TB-21400,Tom Boeckenhauer,843,Consumer,07/01/2002,84.3
TB-21520,Tracy Blumstein,340,Consumer,08/01/2002,34
TB-21595,Troy Blackwell,741,Consumer,09/01/2002,74.1
TB-21625,Trudy Brown,403,Consumer,10/01/2002,40.3
TC-20980,Tamara Chand,651,Corporate,11/01/2002,65.1
TC-21145,Theresa Coyne,686,Corporate,12/01/2002,68.6
TC-21295,Toby Carlisle,566,Consumer,13/01/2002,56.6
TC-21475,Tony Chapman,199,Home Office,14/01/2002,19.9
TC-21535,Tracy Collins,484,Home Office,15/01/2002,48.4
TD-20995,Tamara Dahlen,903,Consumer,16/01/2002,90.3
TG-21310,Toby Gnade,490,Consumer,17/01/2002,49
TG-21640,Trudy Glocke,302,Consumer,18/01/2002,30.2
TH-21100,Thea Hendricks,590,Consumer,19/01/2002,59
TH-21115,Thea Hudgings,701,Corporate,20/01/2002,70.1
TH-21235,Tiffany House,574,Corporate,21/01/2002,57.4
TH-21550,Tracy Hopkins,432,Home Office,22/01/2002,43.2
TM-21010,Tamara Manning,795,Consumer,23/01/2002,79.5
TM-21490,Tony Molinari,507,Consumer,24/01/2002,50.7
TN-21040,Tanja Norvell,287,Home Office,25/01/2002,28.7
TP-21130,Theone Pippenger,78,Consumer,26/01/2002,7.8
TP-21415,Tom Prescott,594,Consumer,27/01/2002,59.4
TP-21565,Tracy Poddar,639,Corporate,28/01/2002,63.9
TR-21325,Toby Ritter,822,Consumer,29/01/2002,82.2
TS-21085,Thais Sissman,110,Consumer,30/01/2002,11
TS-21160,Theresa Swint,751,Corporate,31/01/2002,75.1
TS-21205,Thomas Seio,403,Corporate,01/02/2002,40.3
TS-21340,Toby Swindell,176,Consumer,02/02/2002,17.6
TS-21370,Todd Sumrall,447,Corporate,03/02/2002,44.7
TS-21430,Tom Stivers,739,Corporate,04/02/2002,73.9
TS-21505,Tony Sayre,951,Consumer,05/02/2002,95.1
TS-21610,Troy Staebel,804,Consumer,06/02/2002,80.4
TS-21655,Trudy Schmidt,316,Consumer,07/02/2002,31.6
TT-21070,Ted Trevino,705,Consumer,08/02/2002,70.5
TT-21220,Thomas Thornton,176,Consumer,09/02/2002,17.6
TT-21265,Tim Taslimi,576,Corporate,10/02/2002,57.6
TT-21460,Tonja Turnell,917,Home Office,11/02/2002,91.7
TW-21025,Tamara Willingham,430,Home Office,12/02/2002,43
TZ-21580,Tracy Zic,908,Consumer,13/02/2002,90.8
VB-21745,Victoria Brennan,348,Corporate,14/02/2002,34.8
VD-21670,Valerie Dominguez,69,Consumer,15/02/2002,6.9
VF-21715,Vicky Freymann,96,Home Office,16/02/2002,9.6
VG-21790,Vivek Gonzalez,99,Consumer,17/02/2002,9.9
VG-21805,Vivek Grady,377,Corporate,18/02/2002,37.7
VM-21685,Valerie Mitchum,14,Home Office,19/02/2002,1.4
VM-21835,Vivian Mathis,81,Consumer,20/02/2002,8.1
VP-21730,Victor Preis,938,Home Office,21/02/2002,93.8
VP-21760,Victoria Pisteka,187,Corporate,22/02/2002,18.7
VS-21820,Vivek Sundaresam,755,Consumer,23/02/2002,75.5
VT-21700,Valerie Takahito,234,Home Office,24/02/2002,23.4
VW-21775,Victoria Wilson,131,Corporate,25/02/2002,13.1
WB-21850,William Brown,452,Consumer,26/02/2002,45.2
XP-21865,Xylona Preis,454,Consumer,27/02/2002,45.4
YC-21895,Yoseph Carroll,935,Corporate,28/02/2002,93.5
YS-21880,Yana Sorensen,829,Corporate,01/03/2002,82.9
ZC-21910,Zuschuss Carroll,745,Consumer,02/03/2002,74.5
ZD-21925,Zuschuss Donatelli,85,Consumer,03/03/2002,8.5
